key,requests,complied,duration,tooltip
USA,54,0,jul12jun13,One case was American-Brazilian
Japan,5,0,janjun15
Czech Republic,4,0,janjun15
Korea,4,0,janjun15
Australia,3,0,janjun15
Canada,3,0,janjun15
India,2,0,janjun15
Netherlands,2,0,janjun15
Spain,2,0,janjun15
Austria,2,0,janjun15
Brazil,1,0,janjun15
New Zealand,1,0,janjun15
Turkey,1,0,janjun15
Serbia,1,0,janjun15
Poland,1,0,janjun15
Sri Lanka,1,0,janjun15
China,1,0,janjun15
Belgium,1,0,janjun15
Sweden,1,0,janjun15
Slovenia,1,0,janjun15
Norway,1,0,janjun15
Latvia,1,0,janjun15
Pakistan,1,0,janjun15
Romania,1,0,janjun15
Denmark,1,0,janjun15
Suriname,1,0,janjun15
Taiwan,1,0,janjun15
Peru,1,0,janjun15
USA,84,0,juldec15
France,18,0,juldec15
Germany,18,0,juldec15
United Kingdom,14,0,juldec15
South Korea,7,0,juldec15
India,6,0,juldec15
Russia,6,0,juldec15
Japan,5,0,juldec15
Italy,4,0,juldec15
Canada,3,0,juldec15
Poland,3,0,juldec15
Austria,2,0,juldec15
Czech Republic,2,0,juldec15
Indonesia,2,0,juldec15
Norway,2,0,juldec15
Sweden,2,0,juldec15
Argentina,1,0,juldec15
Brazil,1,0,juldec15
Belgium,1,0,juldec15
Bulgaria,1,0,juldec15
China,1,0,juldec15
Israel,1,0,juldec15
Liechtenstein,1,0,juldec15
Netherlands,1,0,juldec15
New Zealand,1,0,juldec15
Philippines,1,0,juldec15
Saudi Arabia,1,0,juldec15
Serbia,1,0,juldec15
South Africa,1,0,juldec15
Switzerland,1,0,juldec15
Tanzania,1,0,juldec15
Turkey,1,0,juldec15
Unknown,26,0,juldec15
USA,71,0,janjun16
Germany,22,0,janjun16
France,18,0,janjun16
United Kingdom,15,0,janjun16
India,9,0,janjun16
Italy,8,0,janjun16
Russia,6,0,janjun16
Austria,5,0,janjun16
Canada,4,0,janjun16
Hungary,3,0,janjun16
Japan,3,0,janjun16
Turkey,3,0,janjun16
Brazil,2,0,janjun16
Greece,2,0,janjun16
Netherlands,2,0,janjun16
Portugal,2,0,janjun16
Spain,2,0,janjun16
Switzerland,2,0,janjun16
Venezuela,2,0,janjun16
Australia,1,0,janjun16
Bulgaria,1,0,janjun16
China,1,0,janjun16
Croatia,1,0,janjun16
Czech Republic,1,0,janjun16
Dominican Republic,1,0,janjun16
Ecuador,1,0,janjun16
Egypt,1,0,janjun16
Estonia,1,0,janjun16
Finland,1,0,janjun16
Georgia,1,0,janjun16
Malta,1,0,janjun16
Mexico,1,0,janjun16
Morocco,1,0,janjun16
New Zealand,1,0,janjun16
Norway,1,0,janjun16
Pakistan,1,0,janjun16
Poland,1,0,janjun16
Romania,1,0,janjun16
Slovenia,1,0,janjun16
South Korea,1,0,janjun16
Sweden,1,0,janjun16
Taiwan,1,0,janjun16
Unknown,39,0,janjun16
